Donation Id,Donor ID,Received Date,Created At,Amount,Deductible Amount,Total Donation Amount,Splits,Fund,Donation Type,Check Number,Check Date,Check Memo,Memo,Source,Transaction ID,Transaction Net,Letter Sent,Email Sent,Is Company?
7859148,6975009,30-May-17,"Tuesday, May 30, 2017 at 04:14 PM",3,3,3,$3.00 for General Support,General Support,Cash,,,,,Individual Contributions,,3,,,FALSE
7864534,6975009,1-Jun-17,"Thursday, June 01, 2017 at 04:13 PM",3,3,3,$3.00 for General Support,General Support,Cash,,,,,Individual Contributions,,3,,,FALSE
7864814,635138,1-Jun-17,"Thursday, June 01, 2017 at 05:33 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7864816,6279279,1-Jun-17,"Thursday, June 01, 2017 at 05:34 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7870580,6766798,2-Jun-17,"Friday, June 02, 2017 at 10:48 PM",250,250,250,$250.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,250,"Friday, June 02, 2017 at 10:48 PM",,FALSE
7875917,6928123,6-Jun-17,"Tuesday, June 06, 2017 at 08:38 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,100,,,TRUE
7886554,6769814,13-Jun-17,"Tuesday, June 13, 2017 at 05:58 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
7886749,1207701,1-Jun-17,"Tuesday, June 13, 2017 at 06:46 PM",150,150,150,$150.00 for General Support (Monthly),General Support,Check,92894137,1-Jun-17,,Monthly,Individual Contributions,,150,,,FALSE
7886751,1207701,13-Jun-17,"Tuesday, June 13, 2017 at 06:46 PM",150,150,150,$150.00 for General Support (Monthly),General Support,Check,8213,13-Jun-17,,Monthly,Individual Contributions,,150,,,FALSE
7886753,1571526,13-Jun-17,"Tuesday, June 13, 2017 at 06:47 PM",10000,10000,10000,"$10,000.00 for General Support",General Support,Check,5840,8-Jun-17,,,Foundations/Grants/Government,,10000,"Tuesday, June 13, 2017 at 06:47 PM",,TRUE
7886758,616582,13-Jun-17,"Tuesday, June 13, 2017 at 06:48 PM",160,160,160,$160.00 for General Support,General Support,Check,10088,7-Jun-17,,,Churches & Clubs,,160,"Tuesday, June 13, 2017 at 06:49 PM",,TRUE
7886764,3941259,13-Jun-17,"Tuesday, June 13, 2017 at 06:49 PM",10,10,10,$10.00 for General Support (Monthly),General Support,Check,997570,6-Jun-17,,Monthly,Individual Contributions,,10,,,FALSE
7887067,6999576,13-Jun-17,"Tuesday, June 13, 2017 at 09:14 PM",18.74,18.74,18.74,$18.74 for General Support,General Support,Check,,,,,Individual Contributions,,18.74,,,FALSE
7887068,6999576,13-Jun-17,"Tuesday, June 13, 2017 at 09:14 PM",75,75,75,$75.00 for General Support,General Support,Check,,,,,Individual Contributions,,75,,,FALSE
7896691,6590912,17-Jun-17,"Monday, June 19, 2017 at 06:28 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,,,FALSE
7903548,7006995,22-Jun-17,"Thursday, June 22, 2017 at 06:04 PM",2000,2000,2000,"$2,000.00 for General Support",General Support,Check,246,12-Jun-17,,,Foundations/Grants/Government,,2000,"Thursday, June 22, 2017 at 06:05 PM",,TRUE
7903552,5789399,22-Jun-17,"Thursday, June 22, 2017 at 06:10 PM",1000,1000,1000,"$1,000.00 for Event Registration (HH 2017)",Event Registration,Check,335623,13-Jun-17,,HH 2017,Corporate,,1000,"Thursday, June 22, 2017 at 06:11 PM",,TRUE
7903555,7006998,22-Jun-17,"Thursday, June 22, 2017 at 06:12 PM",500,500,500,$500.00 for General Support,General Support,Check,4091,10-Jun-17,,,Churches & Clubs,,500,"Thursday, June 22, 2017 at 06:12 PM",,TRUE
7903559,6173346,22-Jun-17,"Thursday, June 22, 2017 at 06:13 PM",600,600,600,$600.00 for General Support (Semi Annual Donation),General Support,Check,8108,10-Jun-17,,Semi Annual Donation,Individual Contributions,,600,"Thursday, June 22, 2017 at 06:14 PM",,FALSE
7903562,616580,22-Jun-17,"Thursday, June 22, 2017 at 06:15 PM",55,55,55,$55.00 for General Support,General Support,Check,4121,19-Jun-17,,,Individual Contributions,,55,"Thursday, June 22, 2017 at 06:15 PM",,FALSE
7903563,5780124,22-Jun-17,"Thursday, June 22, 2017 at 06:17 PM",35,35,35,$35.00 for General Support (Employee Contribution),General Support,Check,527957,19-Jun-17,,Employee Contribution,Individual Contributions,,35,"Thursday, June 22, 2017 at 06:17 PM",,TRUE
7903566,6949131,22-Jun-17,"Thursday, June 22, 2017 at 06:18 PM",100,100,100,$100.00 for General Support,General Support,Check,3456,17-Jun-17,,,Individual Contributions,,100,,,FALSE
7903569,491194,22-Jun-17,"Thursday, June 22, 2017 at 06:19 PM",161.35,161.35,161.35,$161.35 for General Support,General Support,Check,15501,15-Jun-17,,,Churches & Clubs,,161.35,"Thursday, June 22, 2017 at 06:19 PM",,TRUE
7903571,6856809,22-Jun-17,"Thursday, June 22, 2017 at 06:21 PM",3663,3663,3663,"$3,663.00 for General Support",General Support,Check,55018,6-Jun-17,,,Foundations/Grants/Government,,3663,,,TRUE
7922143,491179,10-Jun-17,"Thursday, June 29, 2017 at 05:54 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Check,4984,,,Monthly,Individual Contributions,,100,,,FALSE
7933977,635138,7-Jul-17,"Friday, July 07, 2017 at 07:28 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
7933979,6279279,7-Jul-17,"Friday, July 07, 2017 at 07:28 PM",25,25,25,$25.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,25,,,FALSE
7933987,7040066,7-Jul-17,"Friday, July 07, 2017 at 07:30 PM",150,150,150,$150.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,150,"Tuesday, July 11, 2017 at 11:20 PM",,FALSE
7933989,7040067,7-Jul-17,"Friday, July 07, 2017 at 07:31 PM",50,50,50,$50.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,50,"Tuesday, July 11, 2017 at 11:24 PM",,FALSE
7933991,6928123,7-Jul-17,"Friday, July 07, 2017 at 07:31 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Corporate,,100,,,TRUE
7933995,7040068,7-Jul-17,"Friday, July 07, 2017 at 07:32 PM",250,250,250,$250.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,250,"Tuesday, July 11, 2017 at 11:25 PM",,FALSE
7937033,7041113,10-Jul-17,"Monday, July 10, 2017 at 04:48 PM",100,100,100,$100.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,100,"Tuesday, July 11, 2017 at 11:26 PM",,FALSE
7939323,7716755,10-Jul-17,"Tuesday, July 11, 2017 at 09:36 PM",50,50,50,$50.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,50,"Tuesday, July 11, 2017 at 11:26 PM",,FALSE
7939324,6769814,10-Jul-17,"Tuesday, July 11, 2017 at 09:36 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
7939336,7101148,10-Jul-17,"Tuesday, July 11, 2017 at 10:09 PM",100,100,100,$100.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,100,"Tuesday, July 11, 2017 at 11:27 PM",,FALSE
7939371,7040066,10-Jul-17,"Tuesday, July 11, 2017 at 11:19 PM",150,150,150,$150.00 for General Support (Fire),General Support,Online Donation,,,In memory of Jessica Beckett,Fire,Individual Contributions,,150,,,FALSE
7942665,4760148,13-Jul-17,"Thursday, July 13, 2017 at 06:03 PM",250,250,250,$250.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,In honor of CSC staff and milwaukie presbyterian,250,"Thursday, July 13, 2017 at 06:04 PM",,FALSE
7944321,491122,14-Jul-17,"Friday, July 14, 2017 at 10:20 PM",50,50,50,$50.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,50,"Friday, July 14, 2017 at 10:21 PM",,FALSE
7944324,733289,14-Jul-17,"Friday, July 14, 2017 at 10:23 PM",200,200,200,$200.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,200,"Friday, July 14, 2017 at 10:23 PM",,FALSE
7944326,6835925,14-Jul-17,"Friday, July 14, 2017 at 10:24 PM",100,100,100,$100.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,100,"Friday, July 14, 2017 at 10:24 PM",,FALSE
7946435,6941734,14-Jul-17,"Monday, July 17, 2017 at 03:07 PM",525,525,525,$525.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,525,"Monday, July 17, 2017 at 03:08 PM",,FALSE
7946438,7197097,14-Jul-17,"Monday, July 17, 2017 at 03:10 PM",100,100,100,$100.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,100,"Monday, July 17, 2017 at 05:59 PM",,FALSE
7946439,6397273,14-Jul-17,"Monday, July 17, 2017 at 03:10 PM",100,100,100,$100.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,100,"Monday, July 17, 2017 at 03:10 PM",,FALSE
7946440,7197127,14-Jul-17,"Monday, July 17, 2017 at 03:12 PM",150,150,150,$150.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,150,"Monday, July 17, 2017 at 03:12 PM",,FALSE
7946781,6590912,17-Jul-17,"Monday, July 17, 2017 at 05:44 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,"Monday, July 17, 2017 at 05:45 PM",,FALSE
7946958,811527,17-Jul-17,"Monday, July 17, 2017 at 06:40 PM",300,300,300,$300.00 for General Support (Fire),General Support,Check,15228,7-Jul-17,,Fire,Individual Contributions,,300,"Monday, July 17, 2017 at 06:41 PM",,FALSE
7946973,2378402,17-Jul-17,"Monday, July 17, 2017 at 06:43 PM",50,50,50,$50.00 for General Support (Fire),General Support,Check,5660,11-May-17,,Fire,Individual Contributions,,50,,,FALSE
7946977,2378402,17-Jul-17,"Monday, July 17, 2017 at 06:43 PM",120,120,120,$120.00 for General Support,General Support,Check,5703,29-Jun-17,,,Individual Contributions,,120,"Monday, July 17, 2017 at 06:44 PM",,FALSE
7946990,491226,17-Jul-17,"Monday, July 17, 2017 at 06:45 PM",200,200,200,$200.00 for General Support (Fire),General Support,Check,257,29-Jun-17,,Fire,Individual Contributions,,200,"Monday, July 17, 2017 at 06:46 PM",,FALSE
7947028,1461950,17-Jul-17,"Monday, July 17, 2017 at 06:52 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,4165,8-Jul-17,,Fire,Individual Contributions,,100,"Monday, July 17, 2017 at 06:56 PM",,FALSE
7947064,7199761,17-Jul-17,"Monday, July 17, 2017 at 06:59 PM",375,375,375,$375.00 for General Support (Showers and Glasses),General Support,Check,9797,5-Jul-17,,Showers and Glasses,Churches & Clubs,,375,"Monday, July 17, 2017 at 07:00 PM",,TRUE
7947078,491194,17-Jul-17,"Monday, July 17, 2017 at 07:01 PM",1138,1138,1138,"$1,138.00 for General Support (Tiffany money)",General Support,Check,15515,6-Jul-17,,Tiffany money,Churches & Clubs,,1138,"Monday, July 17, 2017 at 07:01 PM",,TRUE
7947082,2621695,17-Jul-17,"Monday, July 17, 2017 at 07:02 PM",1100,1100,1100,"$1,100.00 for General Support",General Support,Check (Business),37172,30-Jun-17,,,Churches & Clubs,,1100,"Monday, July 17, 2017 at 07:19 PM",,TRUE
7947090,491179,17-Jul-17,"Monday, July 17, 2017 at 07:03 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,4991,2-Jul-17,,Fire,Individual Contributions,,100,"Monday, July 17, 2017 at 07:05 PM",,FALSE
7947093,6949131,17-Jul-17,"Monday, July 17, 2017 at 07:05 PM",125,125,125,$125.00 for General Support (Fire),General Support,Check (Personal),3469,12-Jul-17,,Fire,Individual Contributions,,125,"Monday, July 17, 2017 at 07:18 PM",,FALSE
7947101,616582,17-Jul-17,"Monday, July 17, 2017 at 07:06 PM",20,20,20,$20.00 for General Support (Gifts for June 2017),General Support,Check,10115,11-Jul-17,,Gifts for June 2017,Churches & Clubs,,20,"Monday, July 17, 2017 at 07:07 PM",,TRUE
7947105,6543820,17-Jul-17,"Monday, July 17, 2017 at 07:07 PM",200,200,200,$200.00 for General Support (Fire),General Support,Check (Personal),6606,10-Jul-17,,Fire,Individual Contributions,,200,"Monday, July 17, 2017 at 07:18 PM",,FALSE
7947109,3941259,17-Jul-17,"Monday, July 17, 2017 at 07:08 PM",10,10,10,$10.00 for General Support (Monthly),General Support,Check,997585,11-Jul-17,,Monthly,Individual Contributions,,10,"Monday, July 17, 2017 at 07:09 PM",,FALSE
7947111,5290534,17-Jul-17,"Monday, July 17, 2017 at 07:09 PM",500,500,500,$500.00 for General Support (Fire),General Support,Check (Personal),2174,17-Jul-17,,Fire,Individual Contributions,,500,"Monday, July 17, 2017 at 07:20 PM",,FALSE
7947117,1207701,17-Jul-17,"Monday, July 17, 2017 at 07:11 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Check (Personal),8227,7-Jul-17,,Monthly,Individual Contributions,,100,"Monday, July 17, 2017 at 07:17 PM",,FALSE
7947121,7199914,17-Jul-17,"Monday, July 17, 2017 at 07:11 PM",500,500,500,$500.00 for General Support (Fire),General Support,Check,1237,17-Jul-17,,Fire,Individual Contributions,,500,"Monday, July 17, 2017 at 07:12 PM",,FALSE
7947125,6173350,17-Jul-17,"Monday, July 17, 2017 at 07:13 PM",500,500,500,$500.00 for General Support (Fire),General Support,Check (Personal),440848,10-Jul-17,,Fire,Individual Contributions,,500,"Monday, July 17, 2017 at 07:15 PM",,FALSE
7947126,6981119,17-Jul-17,"Monday, July 17, 2017 at 07:13 PM",61.23,61.23,61.23,$61.23 for General Support,General Support,Check,861307,10-Jul-17,,,Corporate,,61.23,,,FALSE
7947131,1603904,17-Jul-17,"Monday, July 17, 2017 at 07:14 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check,1208,1-Jul-17,,HH 2017,Individual Contributions,,35,,,FALSE
7947311,1611485,17-Jul-17,"Monday, July 17, 2017 at 09:59 PM",250,250,250,$250.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,250,"Monday, July 17, 2017 at 09:59 PM",,FALSE
7948926,7133901,18-Jul-17,"Tuesday, July 18, 2017 at 07:51 PM",100,100,100,$100.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,100,"Tuesday, July 18, 2017 at 09:21 PM",,FALSE
7948984,6516011,18-Jul-17,"Tuesday, July 18, 2017 at 08:53 PM",300,300,300,$300.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,300,"Tuesday, July 18, 2017 at 08:54 PM",,FALSE
7948987,6737977,18-Jul-17,"Tuesday, July 18, 2017 at 08:56 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
7951309,491205,19-Jul-17,"Wednesday, July 19, 2017 at 04:26 PM",50,50,50,$50.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Corporate,,50,"Wednesday, July 19, 2017 at 04:26 PM",,FALSE
7951331,7230335,19-Jul-17,"Wednesday, July 19, 2017 at 04:33 PM",25,25,25,$25.00 for In-Kind - NOT MONETARY (Shampoo and conditioner),In-Kind - NOT MONETARY,Unspecified,,,,Shampoo and conditioner,Churches & Clubs,,25,"Wednesday, July 19, 2017 at 04:35 PM",,TRUE
7951354,6154809,19-Jul-17,"Wednesday, July 19, 2017 at 04:47 PM",50,50,50,$50.00 for In-Kind - NOT MONETARY,In-Kind - NOT MONETARY,Unspecified,,,,,Churches & Clubs,,50,"Wednesday, July 19, 2017 at 04:55 PM",,TRUE
7951369,7230337,19-Jul-17,"Wednesday, July 19, 2017 at 05:00 PM",20,20,20,$20.00 for In-Kind - NOT MONETARY,In-Kind - NOT MONETARY,Unspecified,,,,,Individual Contributions,,20,"Wednesday, July 19, 2017 at 05:01 PM",,FALSE
7951472,1170263,19-Jul-17,"Wednesday, July 19, 2017 at 06:36 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Check,688,13-Jul-17,,HH 2017,Individual Contributions,,70,,,FALSE
7951476,491143,19-Jul-17,"Wednesday, July 19, 2017 at 06:38 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,2055,12-Jul-17,,Fire,Individual Contributions,,100,"Wednesday, July 19, 2017 at 06:38 PM",,FALSE
7951479,6279236,19-Jul-17,"Wednesday, July 19, 2017 at 06:40 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,4624,14-Jul-17,,Fire,Individual Contributions,,100,"Wednesday, July 19, 2017 at 07:04 PM",,FALSE
7952432,6758546,20-Jul-17,"Thursday, July 20, 2017 at 05:21 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,70,,,FALSE
7954267,6237555,21-Jul-17,"Friday, July 21, 2017 at 04:14 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,70,,,FALSE
7954273,7238961,21-Jul-17,"Friday, July 21, 2017 at 04:16 PM",30,30,30,$30.00 for General Support (Fire),General Support,Online Donation,,,,Fire,Individual Contributions,,30,"Friday, July 21, 2017 at 04:16 PM",,FALSE
7954841,6437543,21-Jul-17,"Friday, July 21, 2017 at 08:41 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,1492,13-Jul-17,,Fire,Individual Contributions,,100,"Friday, July 21, 2017 at 08:42 PM",,FALSE
7954850,491179,21-Jul-17,"Friday, July 21, 2017 at 08:43 PM",50,50,50,$50.00 for General Support (Fire),General Support,Check,4999,15-Jul-17,,Fire,Individual Contributions,,50,"Friday, July 21, 2017 at 08:43 PM",,FALSE
7954854,2985717,21-Jul-17,"Friday, July 21, 2017 at 08:44 PM",50,50,50,$50.00 for General Support,General Support,Check,4786,15-Jul-17,,,Individual Contributions,,50,"Friday, July 21, 2017 at 08:44 PM",,FALSE
7954860,7242022,21-Jul-17,"Friday, July 21, 2017 at 08:46 PM",200,200,200,$200.00 for General Support (Fire),General Support,Check,3541,16-Jul-17,,Fire,Individual Contributions,,200,"Friday, July 21, 2017 at 08:46 PM",,FALSE
7954865,6359777,21-Jul-17,"Friday, July 21, 2017 at 08:49 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,2422,18-Jul-17,,Fire,Individual Contributions,,100,"Friday, July 21, 2017 at 08:49 PM",,FALSE
7954873,7242084,21-Jul-17,"Friday, July 21, 2017 at 08:53 PM",2500,2500,2500,"$2,500.00 for General Support (Fire)",General Support,Check,863,17-Jul-17,,Fire,Foundations/Grants/Government,,2500,"Friday, July 21, 2017 at 08:53 PM",,FALSE
7954877,635138,21-Jul-17,"Friday, July 21, 2017 at 08:54 PM",100,100,100,$100.00 for General Support (Fire),General Support,Check,3290,18-Jul-17,,Fire,Individual Contributions,,100,"Friday, July 21, 2017 at 08:54 PM",,FALSE
